,Sentence_good,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,target
416,"After the lunch, Nellie and Estelle went to the museum. Estelle gave a cantaloupe to Nellie","After the lunch, Nellie and Estelle went to the museum. Estelle gave a cantaloupe to",Nellie,Estelle,Nellie
417,"Then, Kristi and Harriet went to the library. Kristi gave a pineapple to Harriet","Then, Kristi and Harriet went to the library. Kristi gave a pineapple to",Harriet,Kristi,Harriet
418,The home Wilma and Rachel went to had a blackberry. Rachel gave it to Wilma,The home Wilma and Rachel went to had a blackberry. Rachel gave it to,Wilma,Rachel,Wilma
419,"After the lunch, Sophia and Mattie went to the mountain. Sophia gave a honeydew to Mattie","After the lunch, Sophia and Mattie went to the mountain. Sophia gave a honeydew to",Mattie,Sophia,Mattie
420,"After Jerry and Martha went to the mountain, Martha gave a grape to Jerry","After Jerry and Martha went to the mountain, Martha gave a grape to",Jerry,Martha,Jerry
421,"While Leigh and William were working at the zoo, Leigh gave a raspberry to William","While Leigh and William were working at the zoo, Leigh gave a raspberry to",William,Leigh,William
422,"Then, Juana and Kristi had a lot of fun at the school. Kristi gave a peach to Juana","Then, Juana and Kristi had a lot of fun at the school. Kristi gave a peach to",Juana,Kristi,Juana
423,Friends Shannon and Mildred found a pear at the river. Shannon gave it to Mildred,Friends Shannon and Mildred found a pear at the river. Shannon gave it to,Mildred,Shannon,Mildred
424,"Then, Heidi and Megan went to the park. Megan gave a banana to Heidi","Then, Heidi and Megan went to the park. Megan gave a banana to",Heidi,Megan,Heidi
425,Friends Pauline and Mattie found a cherry at the zoo. Pauline gave it to Mattie,Friends Pauline and Mattie found a cherry at the zoo. Pauline gave it to,Mattie,Pauline,Mattie
426,"After the lunch, Anita and Alice went to the library. Alice gave a orange to Anita","After the lunch, Anita and Alice went to the library. Alice gave a orange to",Anita,Alice,Anita
427,"When Inez and Ginger got a strawberry at the shop, Inez decided to give the strawberry to Ginger","When Inez and Ginger got a strawberry at the shop, Inez decided to give the strawberry to",Ginger,Inez,Ginger
428,"Then, Kathryn and Inez were thinking about going to the desert. Inez wanted to give a peach to Kathryn","Then, Kathryn and Inez were thinking about going to the desert. Inez wanted to give a peach to",Kathryn,Inez,Kathryn
429,"Then, Pat and Sheila had a lot of fun at the lake. Pat gave a raspberry to Sheila","Then, Pat and Sheila had a lot of fun at the lake. Pat gave a raspberry to",Sheila,Pat,Sheila
430,"Then, Kim and Maggie had a lot of fun at the cave. Maggie gave a cherry to Kim","Then, Kim and Maggie had a lot of fun at the cave. Maggie gave a cherry to",Kim,Maggie,Kim
431,"While Kristina and Wilma were working at the mountain, Kristina gave a blueberry to Wilma","While Kristina and Wilma were working at the mountain, Kristina gave a blueberry to",Wilma,Kristina,Wilma
432,"After the lunch, Charlene and Sonia went to the beach. Sonia gave a blueberry to Charlene","After the lunch, Charlene and Sonia went to the beach. Sonia gave a blueberry to",Charlene,Sonia,Charlene
433,"While Grace and Alyssa were working at the museum, Grace gave a cantaloupe to Alyssa","While Grace and Alyssa were working at the museum, Grace gave a cantaloupe to",Alyssa,Grace,Alyssa
434,"While Loretta and Suzanne were working at the lake, Suzanne gave a banana to Loretta","While Loretta and Suzanne were working at the lake, Suzanne gave a banana to",Loretta,Suzanne,Loretta
435,"While Pauline and Heidi were commuting to the park, Pauline gave a strawberry to Heidi","While Pauline and Heidi were commuting to the park, Pauline gave a strawberry to",Heidi,Pauline,Heidi
436,"When Jacqueline and Jody got a banana at the store, Jody decided to give the banana to Jacqueline","When Jacqueline and Jody got a banana at the store, Jody decided to give the banana to",Jacqueline,Jody,Jacqueline
437,"When Geneva and Janet got a raspberry at the river, Geneva decided to give the raspberry to Janet","When Geneva and Janet got a raspberry at the river, Geneva decided to give the raspberry to",Janet,Geneva,Janet
438,"When Brian and Fannie got a apple at the mountain, Fannie decided to give the apple to Brian","When Brian and Fannie got a apple at the mountain, Fannie decided to give the apple to",Brian,Fannie,Brian
439,"Then, Natasha and Sheila were thinking about going to the cafe. Natasha wanted to give a cantaloupe to Sheila","Then, Natasha and Sheila were thinking about going to the cafe. Natasha wanted to give a cantaloupe to",Sheila,Natasha,Sheila
440,"Afterwards, Virginia and Natasha went to the gym. Natasha gave a pineapple to Virginia","Afterwards, Virginia and Natasha went to the gym. Natasha gave a pineapple to",Virginia,Natasha,Virginia
441,"After Maggie and Brandy went to the store, Maggie gave a strawberry to Brandy","After Maggie and Brandy went to the store, Maggie gave a strawberry to",Brandy,Maggie,Brandy
442,"Then, Heidi and Kelly were thinking about going to the cafe. Kelly wanted to give a cantaloupe to Heidi","Then, Heidi and Kelly were thinking about going to the cafe. Kelly wanted to give a cantaloupe to",Heidi,Kelly,Heidi
443,"Then, Eleanor and Jessie were working at the museum. Eleanor decided to give a plum to Jessie","Then, Eleanor and Jessie were working at the museum. Eleanor decided to give a plum to",Jessie,Eleanor,Jessie
444,"After the lunch, Brandy and Yvette went to the home. Yvette gave a cherry to Brandy","After the lunch, Brandy and Yvette went to the home. Yvette gave a cherry to",Brandy,Yvette,Brandy
445,"While Marilyn and Amanda were working at the cave, Marilyn gave a raspberry to Amanda","While Marilyn and Amanda were working at the cave, Marilyn gave a raspberry to",Amanda,Marilyn,Amanda
446,"When Carmen and Lula got a watermelon at the desert, Lula decided to give it to Carmen","When Carmen and Lula got a watermelon at the desert, Lula decided to give it to",Carmen,Lula,Carmen
447,"While Sophia and Mildred were commuting to the shop, Sophia gave a mango to Mildred","While Sophia and Mildred were commuting to the shop, Sophia gave a mango to",Mildred,Sophia,Mildred
448,"Then, Anita and Shannon were working at the zoo. Shannon decided to give a raspberry to Anita","Then, Anita and Shannon were working at the zoo. Shannon decided to give a raspberry to",Anita,Shannon,Anita
449,"Then, Mona and Loretta had a lot of fun at the river. Mona gave a apple to Loretta","Then, Mona and Loretta had a lot of fun at the river. Mona gave a apple to",Loretta,Mona,Loretta
450,"Afterwards, William and Sophia went to the store. Sophia gave a strawberry to William","Afterwards, William and Sophia went to the store. Sophia gave a strawberry to",William,Sophia,William
451,Friends Faye and Rosa found a banana at the forest. Faye gave it to Rosa,Friends Faye and Rosa found a banana at the forest. Faye gave it to,Rosa,Faye,Rosa
452,"Then, Susan and Agnes were working at the home. Agnes decided to give a strawberry to Susan","Then, Susan and Agnes were working at the home. Agnes decided to give a strawberry to",Susan,Agnes,Susan
453,"Then, Richard and Dianne went to the theater. Richard gave a papaya to Dianne","Then, Richard and Dianne went to the theater. Richard gave a papaya to",Dianne,Richard,Dianne
454,"While Alyssa and Leigh were commuting to the gym, Leigh gave a banana to Alyssa","While Alyssa and Leigh were commuting to the gym, Leigh gave a banana to",Alyssa,Leigh,Alyssa
455,"Then, Lee and Brian had a lot of fun at the beach. Lee gave a coconut to Brian","Then, Lee and Brian had a lot of fun at the beach. Lee gave a coconut to",Brian,Lee,Brian
456,The river Marian and Sonia went to had a peach. Sonia gave it to Marian,The river Marian and Sonia went to had a peach. Sonia gave it to,Marian,Sonia,Marian
457,"Afterwards, Robin and Jerry went to the library. Robin gave a apple to Jerry","Afterwards, Robin and Jerry went to the library. Robin gave a apple to",Jerry,Robin,Jerry
458,"When Mark and Eleanor got a peach at the market, Eleanor decided to give it to Mark","When Mark and Eleanor got a peach at the market, Eleanor decided to give it to",Mark,Eleanor,Mark
459,Friends Kevin and Stacy found a pineapple at the cafe. Kevin gave it to Stacy,Friends Kevin and Stacy found a pineapple at the cafe. Kevin gave it to,Stacy,Kevin,Stacy
460,"While Deanna and Lee were commuting to the lake, Lee gave a apple to Deanna","While Deanna and Lee were commuting to the lake, Lee gave a apple to",Deanna,Lee,Deanna
461,"Then, Yvette and Carmen had a lot of fun at the mountain. Yvette gave a papaya to Carmen","Then, Yvette and Carmen had a lot of fun at the mountain. Yvette gave a papaya to",Carmen,Yvette,Carmen
462,"When Loretta and Robin got a pineapple at the mountain, Robin decided to give the pineapple to Loretta","When Loretta and Robin got a pineapple at the mountain, Robin decided to give the pineapple to",Loretta,Robin,Loretta
463,"Then, Kristi and Carmen were working at the market. Kristi decided to give a coconut to Carmen","Then, Kristi and Carmen were working at the market. Kristi decided to give a coconut to",Carmen,Kristi,Carmen
464,"Then, Mattie and Maggie had a lot of fun at the home. Maggie gave a coconut to Mattie","Then, Mattie and Maggie had a lot of fun at the home. Maggie gave a coconut to",Mattie,Maggie,Mattie
465,"After the lunch, Natasha and Dianne went to the park. Natasha gave a coconut to Dianne","After the lunch, Natasha and Dianne went to the park. Natasha gave a coconut to",Dianne,Natasha,Dianne
466,"Afterwards, Kim and Lula went to the bar. Lula gave a honeydew to Kim","Afterwards, Kim and Lula went to the bar. Lula gave a honeydew to",Kim,Lula,Kim
467,"After the lunch, Alice and Kim went to the library. Alice gave a coconut to Kim","After the lunch, Alice and Kim went to the library. Alice gave a coconut to",Kim,Alice,Kim
468,"While Paula and Kristi were commuting to the library, Kristi gave a orange to Paula","While Paula and Kristi were commuting to the library, Kristi gave a orange to",Paula,Kristi,Paula
469,"Then, Leigh and Evelyn were thinking about going to the cave. Leigh wanted to give a papaya to Evelyn","Then, Leigh and Evelyn were thinking about going to the cave. Leigh wanted to give a papaya to",Evelyn,Leigh,Evelyn
470,"Then, Jacqueline and Ethel had a lot of fun at the school. Ethel gave a kiwi to Jacqueline","Then, Jacqueline and Ethel had a lot of fun at the school. Ethel gave a kiwi to",Jacqueline,Ethel,Jacqueline
471,Friends Faye and Diana found a plum at the school. Faye gave it to Diana,Friends Faye and Diana found a plum at the school. Faye gave it to,Diana,Faye,Diana
472,"While Jerry and Velma were working at the bar, Velma gave a raspberry to Jerry","While Jerry and Velma were working at the bar, Velma gave a raspberry to",Jerry,Velma,Jerry
473,"Then, Marsha and Anne were thinking about going to the theater. Marsha wanted to give a pineapple to Anne","Then, Marsha and Anne were thinking about going to the theater. Marsha wanted to give a pineapple to",Anne,Marsha,Anne
474,"While Deanna and Grace were working at the theater, Grace gave a cantaloupe to Deanna","While Deanna and Grace were working at the theater, Grace gave a cantaloupe to",Deanna,Grace,Deanna
475,"Then, Mona and Anne were working at the market. Mona decided to give a blueberry to Anne","Then, Mona and Anne were working at the market. Mona decided to give a blueberry to",Anne,Mona,Anne
476,"After the lunch, Theresa and Leigh went to the cafe. Leigh gave a papaya to Theresa","After the lunch, Theresa and Leigh went to the cafe. Leigh gave a papaya to",Theresa,Leigh,Theresa
477,"When Teresa and Angie got a pineapple at the home, Teresa decided to give it to Angie","When Teresa and Angie got a pineapple at the home, Teresa decided to give it to",Angie,Teresa,Angie
478,"After the lunch, Diana and Erika went to the market. Erika gave a honeydew to Diana","After the lunch, Diana and Erika went to the market. Erika gave a honeydew to",Diana,Erika,Diana
479,"After Geneva and Rosemarie went to the beach, Geneva gave a raspberry to Rosemarie","After Geneva and Rosemarie went to the beach, Geneva gave a raspberry to",Rosemarie,Geneva,Rosemarie
480,"Then, Stella and Sonia were thinking about going to the bar. Sonia wanted to give a pear to Stella","Then, Stella and Sonia were thinking about going to the bar. Sonia wanted to give a pear to",Stella,Sonia,Stella
481,"While Megan and Jacqueline were commuting to the park, Megan gave a plum to Jacqueline","While Megan and Jacqueline were commuting to the park, Megan gave a plum to",Jacqueline,Megan,Jacqueline
482,"When Rosemarie and Leigh got a kiwi at the museum, Leigh decided to give the kiwi to Rosemarie","When Rosemarie and Leigh got a kiwi at the museum, Leigh decided to give the kiwi to",Rosemarie,Leigh,Rosemarie
483,"While Alice and Marian were working at the desert, Alice gave a peach to Marian","While Alice and Marian were working at the desert, Alice gave a peach to",Marian,Alice,Marian
484,The school Brandy and Geneva went to had a cherry. Geneva gave it to Brandy,The school Brandy and Geneva went to had a cherry. Geneva gave it to,Brandy,Geneva,Brandy
